sector,entityid,entityName,plantid,balancing_authority_code,balancing.authority.name,status,latitude,longitude,gen_cap,operating.year.month
ipp-non-chp,63670,SulusSolar25,64034,PGE,Portland General Electric Company,OP,45.27,-122.82,2.2,2020-10
ipp-non-chp,63688,SulusSolar29,64048,PGE,Portland General Electric Company,OP,45.46,-122.29,2.6,2020-12
ipp-non-chp,56565,TX Solar I LLC,57197,ERCO,"Electric Reliability Council of Texas, Inc.",OP,29.304177,-98.400339,13.9,2010-11
ipp-non-chp,57021,FRV AE Solar LLC,57699,ERCO,"Electric Reliability Council of Texas, Inc.",OP,30.238492,-97.508812,30,2011-12
ipp-non-chp,57386,SunE CPS3 LLC,58009,ERCO,"Electric Reliability Council of Texas, Inc.",OP,29.221944,-98.669167,10.6,2012-05
commercial-non-chp,57389,IKEA Property Inc,58013,ERCO,"Electric Reliability Council of Texas, Inc.",OP,30.557044,-97.690286,1.4,2012-09
ipp-non-chp,57403,SunE CPS2 LLC,58027,ERCO,"Electric Reliability Council of Texas, Inc.",OP,29.245,-98.418333,10,2012-05
ipp-non-chp,57419,SunE CPS1 LLC,58068,ERCO,"Electric Reliability Council of Texas, Inc.",OP,29.245,-98.418333,10,2012-05
ipp-non-chp,58473,"NVT LICENSES, LLC",58488,ERCO,"Electric Reliability Council of Texas, Inc.",OP,29.6,-104.3,10,2013-06
ipp-non-chp,58489,OCI Solar Power,58537,ERCO,"Electric Reliability Council of Texas, Inc.",OP,29.271667,-98.444722,40.7,2013-12
ipp-non-chp,59745,First Solar Asset Management,58710,ERCO,"Electric Reliability Council of Texas, Inc.",OP,30.96,-103.35,30.2,2015-06
ipp-non-chp,58489,OCI Solar Power,58716,ERCO,"Electric Reliability Council of Texas, Inc.",OP,29.469444,-98.331944,4.4,2014-03
ipp-non-chp,56769,Consolidated Edison Development Inc.,58717,ERCO,"Electric Reliability Council of Texas, Inc.",OP,29.328889,-100.383889,39.6,2014-08
ipp-non-chp,56769,Consolidated Edison Development Inc.,59204,ERCO,"Electric Reliability Council of Texas, Inc.",OP,29.479167,-98.297222,5.5,2015-01
ipp-non-chp,56769,Consolidated Edison Development Inc.,59205,ERCO,"Electric Reliability Council of Texas, Inc.",OP,29.216667,-99.716111,100,2015-12
ipp-non-chp,59359,"BHE Renewables, LLC",59206,ERCO,"Electric Reliability Council of Texas, Inc.",OP,30.993056,-102.270833,105,2017-03
ipp-non-chp,56769,Consolidated Edison Development Inc.,59207,ERCO,"Electric Reliability Council of Texas, Inc.",OP,33.04,-99.5525,100,2016-08
ipp-non-chp,59180,Newman Solar LLC,59407,EPE,El Paso Electric Company,OP,31.978333,-106.4275,10.5,2014-12
ipp-non-chp,17650,Southern Power Co,59994,ERCO,"Electric Reliability Council of Texas, Inc.",OP,30.960209,-103.306662,160,2016-11
ipp-non-chp,59777,"Buckthorn Westex, LLC",60044,ERCO,"Electric Reliability Council of Texas, Inc.",OP,30.57552,-102.551292,202,2018-05
ipp-non-chp,61123,Upton County Solar 2 LLC,60123,ERCO,"Electric Reliability Council of Texas, Inc.",OP,31.255,-102.272,180,2018-05
electric-utility,5701,El Paso Electric Co,60300,EPE,El Paso Electric Company,OP,31.813061,-106.218892,3,2017-05
ipp-non-chp,17650,Southern Power Co,60372,ERCO,"Electric Reliability Council of Texas, Inc.",OP,32.715611,-101.926522,100,2017-04
ipp-non-chp,60228,CoServ Electric,60427,ERCO,"Electric Reliability Council of Texas, Inc.",OP,33.2706,-96.979168,2,2015-06
ipp-non-chp,17650,Southern Power Co,60436,ERCO,"Electric Reliability Council of Texas, Inc.",OP,31.000883,-102.281744,118.5,2017-04
ipp-non-chp,58519,Clean Energy Collective LLC,60472,ERCO,"Electric Reliability Council of Texas, Inc.",OP,29.377966,-98.26922,1,2016-08
ipp-non-chp,56769,Consolidated Edison Development Inc.,60581,ERCO,"Electric Reliability Council of Texas, Inc.",OP,31.241808,-102.29027,150,2017-12
ipp-non-chp,59359,"BHE Renewables, LLC",60682,ERCO,"Electric Reliability Council of Texas, Inc.",OP,30.98784,-102.26831,50,2017-10
ipp-non-chp,60400,"Phantom Solar, LLC",60774,ERCO,"Electric Reliability Council of Texas, Inc.",OP,31.114983,-97.845111,15.4,2017-04
ipp-non-chp,60476,"Bluebell Solar, LLC",60789,ERCO,"Electric Reliability Council of Texas, Inc.",OP,31.87,-100.828,30,2018-11
ipp-non-chp,60636,"SolaireHolman 1, LLC",60989,ERCO,"Electric Reliability Council of Texas, Inc.",OP,30.45512,-103.4747,50,2017-04
ipp-non-chp,60520,SoCore Energy LLC,61205,ERCO,"Electric Reliability Council of Texas, Inc.",OP,29.681032,-99.762212,1.5,2017-02
ipp-non-chp,57389,IKEA Property Inc,61309,ERCO,"Electric Reliability Council of Texas, Inc.",OP,32.82,-97.05,1.2,2017-12
ipp-non-chp,61801,"D E Shaw & Co., LP",61368,ERCO,"Electric Reliability Council of Texas, Inc.",OP,30.995503,-102.223537,182,2018-12
ipp-non-chp,61060,Cypress Creek Renewables,61370,ERCO,"Electric Reliability Council of Texas, Inc.",OP,32.07868,-97.768464,5,2016-12
ipp-non-chp,61060,Cypress Creek Renewables,61409,ERCO,"Electric Reliability Council of Texas, Inc.",OP,33.614436,-96.690448,5.3,2017-12
ipp-non-chp,61060,Cypress Creek Renewables,61410,ERCO,"Electric Reliability Council of Texas, Inc.",OP,33.616526,-96.868721,5,2017-12
ipp-non-chp,61060,Cypress Creek Renewables,61411,ERCO,"Electric Reliability Council of Texas, Inc.",OP,33.624853,-96.867474,5,2017-12
ipp-non-chp,61100,Harvest Moon Renewable Energy Company LLC,61493,ERCO,"Electric Reliability Council of Texas, Inc.",OP,29.740788,-96.15994,1.6,2015-12
ipp-non-chp,61060,Cypress Creek Renewables,61513,ERCO,"Electric Reliability Council of Texas, Inc.",OP,31.286739,-96.877205,5.3,2017-12
ipp-non-chp,61060,Cypress Creek Renewables,61514,ERCO,"Electric Reliability Council of Texas, Inc.",OP,33.656072,-97.148569,5.2,2017-12
ipp-non-chp,61060,Cypress Creek Renewables,61524,ERCO,"Electric Reliability Council of Texas, Inc.",OP,33.498186,-96.378894,10,2017-12
ipp-non-chp,61060,Cypress Creek Renewables,61532,ERCO,"Electric Reliability Council of Texas, Inc.",OP,33.16114,-96.239739,10,2017-12
ipp-non-chp,61060,Cypress Creek Renewables,61625,ERCO,"Electric Reliability Council of Texas, Inc.",OP,33.619,-96.627,5,2018-12
ipp-non-chp,62080,"Lamesa Solar II, L.L.C.",61697,ERCO,"Electric Reliability Council of Texas, Inc.",OP,32.713326,-101.885218,50,2018-11
ipp-non-chp,61323,"PowerFin ASL 1, LLC",61700,ERCO,"Electric Reliability Council of Texas, Inc.",OP,30.265877,-97.684861,2.6,2018-03
ipp-non-chp,61060,Cypress Creek Renewables,61810,ERCO,"Electric Reliability Council of Texas, Inc.",OP,33.63291,-95.39071,10,2018-12
ipp-non-chp,61060,Cypress Creek Renewables,61867,ERCO,"Electric Reliability Council of Texas, Inc.",OP,29.631324,-96.076894,10,2018-12
ipp-non-chp,61060,Cypress Creek Renewables,61868,ERCO,"Electric Reliability Council of Texas, Inc.",OP,29.537482,-95.969548,10,2018-12
ipp-non-chp,61060,Cypress Creek Renewables,61871,ERCO,"Electric Reliability Council of Texas, Inc.",OP,33.166173,-96.172617,10,2018-11
ipp-non-chp,61060,Cypress Creek Renewables,61872,ERCO,"Electric Reliability Council of Texas, Inc.",OP,30.872228,-99.537261,7.5,2019-11
ipp-non-chp,61060,Cypress Creek Renewables,61873,ERCO,"Electric Reliability Council of Texas, Inc.",OP,31.933841,-97.653747,5,2018-11
ipp-non-chp,61060,Cypress Creek Renewables,61874,ERCO,"Electric Reliability Council of Texas, Inc.",OP,31.291151,-97.260738,10,2018-11
ipp-non-chp,61060,Cypress Creek Renewables,61875,ERCO,"Electric Reliability Council of Texas, Inc.",OP,29.205355,-96.023384,10,2019-04
ipp-non-chp,60146,Ameresco Federal Solutions,61887,EPE,El Paso Electric Company,OP,31.829986,-106.372861,2,2018-07
ipp-non-chp,61509,"PGC Plano I, LLC",61895,ERCO,"Electric Reliability Council of Texas, Inc.",OP,33.084219,-96.84113,7.7,2017-09
ipp-non-chp,61515,"Phoebe Energy Project, LLC",61906,ERCO,"Electric Reliability Council of Texas, Inc.",OP,31.843422,-102.868295,250,2019-11
ipp-non-chp,61524,226HC 8me LLC,61962,ERCO,"Electric Reliability Council of Texas, Inc.",OP,32.104125,-100.162375,200,2020-06
ipp-non-chp,61678,RE Rambler LLC,62141,ERCO,"Electric Reliability Council of Texas, Inc.",OP,31.517,-100.6,200,2020-06
commercial-non-chp,57389,IKEA Property Inc,62152,ERCO,"Electric Reliability Council of Texas, Inc.",OP,29.48,-98.25,1.7,2019-04
ipp-non-chp,63048,Misae Lessee LLC,62249,ERCO,"Electric Reliability Council of Texas, Inc.",OP,34.380532,-100.099625,240,2020-01
ipp-non-chp,56215,RWE Renewables Americas LLC,62415,ERCO,"Electric Reliability Council of Texas, Inc.",OP,31.4308,-103.7289,100,2019-12
ipp-non-chp,61960,Lapetus Energy Project LLC,62448,ERCO,"Electric Reliability Council of Texas, Inc.",OP,32.460054,-102.672809,100,2019-12
ipp-non-chp,62047,"Roadrunner Solar, LLC",62561,ERCO,"Electric Reliability Council of Texas, Inc.",OP,31.219444,-102.19222,400,2020-08
electric-utility,16604,City of San Antonio - (TX),62610,ERCO,"Electric Reliability Council of Texas, Inc.",OP,29.43445,-98.61765,5,2019-12
ipp-non-chp,61219,Longroad Energy Services LLC,62755,ERCO,"Electric Reliability Council of Texas, Inc.",OP,32.287873,-102.840399,300,2020-06
ipp-non-chp,60496,"Adapture Renewables, Inc.",62773,ERCO,"Electric Reliability Council of Texas, Inc.",OP,33.5493,-97.1798,59,2020-12
ipp-non-chp,62682,Kellam Solar LLC,62774,ERCO,"Electric Reliability Council of Texas, Inc.",OP,32.4744,-95.7156,59,2020-12
ipp-non-chp,56201,Engie North America,62845,ERCO,"Electric Reliability Council of Texas, Inc.",OP,32.741383,-101.621793,225,2020-12
ipp-non-chp,62789,Oberon Solar IB,62932,ERCO,"Electric Reliability Council of Texas, Inc.",OP,31.692358,-102.69743,30,2020-07
ipp-non-chp,62788,Oberon Solar IA,62933,ERCO,"Electric Reliability Council of Texas, Inc.",OP,31.703258,-102.701206,150,2020-07
ipp-non-chp,61060,Cypress Creek Renewables,62953,ERCO,"Electric Reliability Council of Texas, Inc.",OP,31.474114,-97.141218,5,2019-11
ipp-non-chp,61060,Cypress Creek Renewables,63027,ERCO,"Electric Reliability Council of Texas, Inc.",OP,27.421553,-98.834962,10,2019-08
ipp-non-chp,62627,Alchemy Renewable Energy,63180,ERCO,"Electric Reliability Council of Texas, Inc.",OP,32.05,-97.35,9.9,2017-12
ipp-non-chp,62842,"Lightsource Renewable Energy Asset Management, LLC",63222,ERCO,"Electric Reliability Council of Texas, Inc.",OP,33.467803,-95.370856,198.5,2020-12
ipp-non-chp,61060,Cypress Creek Renewables,63273,ERCO,"Electric Reliability Council of Texas, Inc.",OP,29.242304,-95.658144,120,2020-08
ipp-non-chp,63116,"Bluebell Solar II, LLC",63351,ERCO,"Electric Reliability Council of Texas, Inc.",OP,31.888,-100.825,115,2020-12
ipp-non-chp,63183,Oxy Renewable Energy LLC,63388,ERCO,"Electric Reliability Council of Texas, Inc.",OP,31.982702,-102.340588,16.8,2020-05
ipp-non-chp,56769,Consolidated Edison Development Inc.,63519,ERCO,"Electric Reliability Council of Texas, Inc.",OP,31.254361,-102.31165,150,2020-07
ipp-non-chp,63713,CatanSolar,64079,ERCO,"Electric Reliability Council of Texas, Inc.",OP,28.871642,-97.696944,10,2020-12
ipp-non-chp,61677,Sol Systems,64227,ERCO,"Electric Reliability Council of Texas, Inc.",OP,26.88913,-98.233324,10,2019-12
ipp-non-chp,57383,Wasatch View Solar LLC,58006,PACE,PacifiCorp - East,OP,40.767222,-111.895,1.3,2012-05
ipp-non-chp,59155,"First Wind O&M, LLC",58598,PACE,PacifiCorp - East,OP,37.639167,-113.645833,3,2015-08
ipp-non-chp,59155,"First Wind O&M, LLC",58599,PACE,PacifiCorp - East,OP,37.807778,-113.09,3,2015-12
ipp-non-chp,59155,"First Wind O&M, LLC",58600,PACE,PacifiCorp - East,OP,38.023333,-112.731667,3,2015-12
ipp-non-chp,59155,"First Wind O&M, LLC",58601,PACE,PacifiCorp - East,OP,38.291389,-113.008333,3,2015-07
ipp-non-chp,59155,"First Wind O&M, LLC",58602,PACE,PacifiCorp - East,OP,38.291389,-113.035556,3,2015-07
ipp-non-chp,59155,"First Wind O&M, LLC",58603,PACE,PacifiCorp - East,OP,38.256111,-112.735833,2.2,2015-10
ipp-non-chp,59155,"First Wind O&M, LLC",58604,PACE,PacifiCorp - East,OP,38.402778,-112.988889,3,2015-08
ipp-non-chp,58602,Utah Red Hills Renewable Energy Park LLC,58660,PACE,PacifiCorp - East,OP,37.882778,-112.904167,80,2015-12
ipp-non-chp,58468,Dominion Renewable Energy,59386,PACE,PacifiCorp - East,OP,37.641111,-113.6125,80,2016-07
ipp-non-chp,58468,Dominion Renewable Energy,59387,PACE,PacifiCorp - East,OP,38.524167,-113.033889,80,2016-08
ipp-non-chp,58468,Dominion Renewable Energy,59388,PACE,PacifiCorp - East,OP,38.500833,-113.03,80,2016-08
ipp-non-chp,58468,Dominion Renewable Energy,59389,PACE,PacifiCorp - East,OP,38.497778,-112.986944,80,2016-08
ipp-non-chp,59358,"REUT Origination, LLC",59620,PACE,PacifiCorp - East,OP,38.311111,-113.053611,2.9,2015-03
ipp-non-chp,58468,Dominion Renewable Energy,59702,PACE,PacifiCorp - East,OP,38.960519,-112.36327,50,2015-12
ipp-non-chp,59561,"SunE Solar XVII Project 2, LLC",59786,PACE,PacifiCorp - East,OP,37.794678,-113.283666,3,2015-09
ipp-non-chp,59560,"SunE Solar XVII Project 1, LLC",59787,PACE,PacifiCorp - East,OP,37.750268,-113.253724,3,2015-09
ipp-non-chp,59695,"SunE Solar XVII Project 3, LLC",59932,PACE,PacifiCorp - East,OP,37.731338,-113.216634,3,2015-12
ipp-non-chp,58468,Dominion Renewable Energy,59941,PACE,PacifiCorp - East,OP,37.7212,-113.1516,80,2016-08
ipp-non-chp,58468,Dominion Renewable Energy,59945,PACE,PacifiCorp - East,OP,37.7989,-113.322,50.4,2016-09
ipp-non-chp,58468,Dominion Renewable Energy,59946,PACE,PacifiCorp - East,OP,37.77509,-113.226403,80,2016-09
ipp-non-chp,59716,SunE DB24 LLC,59958,PACE,PacifiCorp - East,OP,38.388243,-112.990812,3,2015-12
ipp-non-chp,60245,Three Peaks Power LLC,60432,PACE,PacifiCorp - East,OP,37.827082,-113.137082,80,2016-12
ipp-non-chp,60238,Pavant Solar II LLC,60449,PACE,PacifiCorp - East,OP,39.1625,-112.343,50,2016-11
ipp-non-chp,60947,Tesla Inc.,60821,WACM,Western Area Power Administration - Rocky Mountain Region,OP,41.098957,-111.982167,1.3,2017-01
ipp-non-chp,60536,Pavant Solar III LLC,60886,PACE,PacifiCorp - East,OP,39.154474,-112.359849,20,2016-12
ipp-non-chp,60731,Quichapa 1 LLC,61119,PACE,PacifiCorp - East,OP,37.658223,-113.216679,3,2016-12
ipp-non-chp,60732,Quichapa 2 LLC,61120,PACE,PacifiCorp - East,OP,37.666772,-113.188953,3,2016-12
ipp-non-chp,60733,Quichapa 3 LLC,61121,PACE,PacifiCorp - East,OP,37.649816,-113.236928,3,2016-12
ipp-non-chp,61934,CI III VK I TE Partnership LLC,62399,PACE,PacifiCorp - East,OP,41.77,-111.06,57.6,2019-09
ipp-non-chp,62802,Cove Mountain Solar LLC,62469,PACE,PacifiCorp - East,OP,37.623123,-113.619219,58,2020-11
ipp-non-chp,62803,Cove Mountain Solar 2 LLC,62470,PACE,PacifiCorp - East,OP,37.638602,-113.637097,122,2020-10
ipp-non-chp,62703,Bloomington Solar I,62805,PACE,PacifiCorp - East,OP,37.043828,-113.627523,2,2018-12
ipp-non-chp,63440,Milford Solar I (NES),62812,PACE,PacifiCorp - East,OP,38.490667,-113.018283,99,2020-11
electric-utility,15500,Puget Sound Energy Inc,56322,PSEI,Puget Sound Energy,OP,47.036269,-120.206494,0.5,2007-10
ipp-non-chp,61529,"Adams Nielson Solar, LLC",61933,AVA,Avista Corporation,OP,46.95528,-118.621244,19.2,2018-11
electric-utility,20160,Energy Northwest,64198,BPAT,Bonneville Power Administration,OP,46.3529,-119.3222,3.2,2020-10
electric-utility,17470,PUD 1 of Snohomish County,64446,BPAT,Bonneville Power Administration,OP,48.15614,-122.1502,0.5,2019-06
ipp-non-chp,61005,Sweetwater Solar LLC,61369,PACE,PacifiCorp - East,OP,41.629056,-109.683472,92,2018-12
electric-utility,803,Arizona Public Service Co,116,AZPS,Arizona Public Service Company,OP,33.4225,-111.9122,0.6,1998-03
electric-utility,16572,Salt River Project,141,SRP,Salt River Project,OP,33.5561,-112.2153,0.2,2001-06
electric-utility,24211,Tucson Electric Power Co,8223,TEPC,Tucson Electric Power Company,OP,34.3186,-109.1639,13.4,2014-12
electric-utility,803,Arizona Public Service Co,56228,AZPS,Arizona Public Service Company,OP,34.6584,-112.4008,2.1,2002-10
ipp-non-chp,15399,Avangrid Renewables LLC,57318,SRP,Salt River Project,OP,33.160601,-111.484011,20,2011-12
electric-utility,803,Arizona Public Service Co,57324,AZPS,Arizona Public Service Company,OP,33.526111,-112.37944,15,2015-06
ipp-non-chp,59396,Agua Caliente Solar,57373,CISO,California Independent System Operator,OP,32.9774,-113.4945,347.7,2012-05
electric-utility,24211,Tucson Electric Power Co,57392,TEPC,Tucson Electric Power Company,OP,32.096973,-110.8106,1.2,2010-12
ipp-non-chp,56857,SunE M5C Holdings LLC,57524,TEPC,Tucson Electric Power Company,OP,32.2894,-111.0331,1.1,2010-08
electric-utility,19728,"UNS Electric, Inc",57556,TEPC,Tucson Electric Power Company,OP,35.241675,-114.004591,1,2011-11
electric-utility,803,Arizona Public Service Co,57560,AZPS,Arizona Public Service Company,OP,34.71843,-112.42899,19,2012-12
electric-utility,803,Arizona Public Service Co,57561,AZPS,Arizona Public Service Company,OP,33.034722,-112.661667,17,2011-11
electric-utility,803,Arizona Public Service Co,57562,AZPS,Arizona Public Service Company,OP,33.021111,-112.661389,17.6,2011-09
electric-utility,803,Arizona Public Service Co,57563,AZPS,Arizona Public Service Company,OP,33.02566,-113.34397,22,2011-11
ipp-non-chp,59398,NRG Solar Avra Valley,57657,TEPC,Tucson Electric Power Company,OP,32.371667,-111.282777,26.5,2013-01
ipp-non-chp,56998,"Macys Corporate Services, Inc",57673,AZPS,Arizona Public Service Company,OP,33.409063,-112.414596,3.5,2010-12
ipp-non-chp,57004,Arlington Valley Solar Energy II LLC,57680,AZPS,Arizona Public Service Company,OP,33.305,-112.833888,129,2013-04
ipp-non-chp,57030,"Mesquite Solar 1, LLC",57707,SRP,Salt River Project,OP,33.341833,-112.904028,170,2011-11
electric-utility,24211,Tucson Electric Power Co,57717,TEPC,Tucson Electric Power Company,OP,32.103471,-110.820319,2.8,2012-01
ipp-non-chp,58863,Main Street Power,57765,AZPS,Arizona Public Service Company,OP,32.687778,-114.49611,5.7,2011-11
ipp-non-chp,11556,Brookfield Energy Marketing LP,57775,AZPS,Arizona Public Service Company,OP,35.145833,-114.0675,0.5,2011-09
ipp-non-chp,57107,RE Bagdad Solar 1 LLC,57790,AZPS,Arizona Public Service Company,OP,34.585833,-113.177222,16.6,2011-12
ipp-non-chp,57112,RE Ajo 1 LLC,57795,AZPS,Arizona Public Service Company,OP,32.367013,-112.831401,4.5,2011-08
ipp-non-chp,57219,Siete Solar LLC,57883,SRP,Salt River Project,OP,33.2675,-111.612222,19,2012-10
ipp-non-chp,61055,FRB Solar LLC,57930,TEPC,Tucson Electric Power Company,OP,32.108147,-110.824662,1.9,2011-04
ipp-non-chp,60947,Tesla Inc.,57939,AZPS,Arizona Public Service Company,OP,32.866837,-111.771751,2,2011-06
electric-utility,803,Arizona Public Service Co,57997,AZPS,Arizona Public Service Company,OP,32.64856,-114.428741,35,2013-03
ipp-non-chp,57408,Constellation Solar Arizona LLC,58037,AZPS,Arizona Public Service Company,OP,33.419167,-112.576111,3.3,2011-12
ipp-non-chp,57413,Black Mountain Solar LLC,58042,AZPS,Arizona Public Service Company,OP,35.0227,-114.1627,9,2012-12
ipp-non-chp,58108,"SunE AZ1, LLC",58147,AZPS,Arizona Public Service Company,OP,34.649444,-112.4275,10.8,2011-12
electric-utility,24211,Tucson Electric Power Co,58171,TEPC,Tucson Electric Power Company,OP,32.116389,-110.82,4.5,2012-12
ipp-non-chp,58182,SunE AZ2 LLC,58213,AZPS,Arizona Public Service Company,OP,33.378333,-113.180833,15,2012-12
ipp-non-chp,58239,Desert Sky Solar LLC,58262,AZPS,Arizona Public Service Company,OP,33.498003,-112.813458,14.8,2013-11
ipp-non-chp,58863,Main Street Power,58292,AZPS,Arizona Public Service Company,OP,33.603056,-111.924722,1.1,2012-09
ipp-non-chp,58863,Main Street Power,58293,AZPS,Arizona Public Service Company,OP,33.6416,-111.9997,1.3,2013-01
electric-utility,803,Arizona Public Service Co,58383,AZPS,Arizona Public Service Company,OP,33.027,-113.3489,14,2013-12
ipp-non-chp,57369,"Apple, Inc",58466,CISO,California Independent System Operator,OP,33.346944,-111.603056,4,2013-03
ipp-non-chp,58473,"NVT LICENSES, LLC",58486,TEPC,Tucson Electric Power Company,OP,32.369722,-111.242778,20,2012-12
ipp-non-chp,57354,X-Elio North America Inc,58501,AZPS,Arizona Public Service Company,OP,33.026389,-112.665833,15,2013-12
ipp-non-chp,58491,"Constellation Solar Holding, LLC",58516,AZPS,Arizona Public Service Company,OP,32.936944,-111.738611,1.6,2012-12
ipp-non-chp,58491,"Constellation Solar Holding, LLC",58517,AZPS,Arizona Public Service Company,OP,32.891389,-111.713056,1.8,2012-12
commercial-non-chp,58507,Solar Star Arizona III LLC,58539,AZPS,Arizona Public Service Company,OP,33.820556,-112.24,6.5,2012-12
ipp-non-chp,58514,"Gilbert Solar Facility I, LLC",58543,AZPS,Arizona Public Service Company,OP,33.355862,-111.802355,2.5,2011-10
ipp-non-chp,60947,Tesla Inc.,58632,TEPC,Tucson Electric Power Company,OP,32.1825,-110.863333,3,2009-12
commercial-non-chp,58649,Solar Star Arizona II LLC,58708,AZPS,Arizona Public Service Company,OP,33.4345,-111.9842,1.1,2012-12
commercial-non-chp,58649,Solar Star Arizona II LLC,58709,AZPS,Arizona Public Service Company,OP,33.43042,-112.04484,1.6,2012-12
ipp-non-chp,58705,Washington Gas Energy Systems,58832,TEPC,Tucson Electric Power Company,OP,32.101944,-110.813333,1,2014-07
ipp-non-chp,59146,Red Horse 2,58833,TEPC,Tucson Electric Power Company,OP,32.286111,-110.088056,51,2015-08
ipp-non-chp,58711,"Gato Montes Solar, LLC",58842,TEPC,Tucson Electric Power Company,OP,32.102778,-110.819722,5,2012-12
electric-utility,24211,Tucson Electric Power Co,58972,TEPC,Tucson Electric Power Company,OP,31.555278,-110.35,17.7,2017-01
electric-utility,803,Arizona Public Service Co,59020,AZPS,Arizona Public Service Company,OP,32.940833,-112.881389,32,2014-10
electric-utility,19728,"UNS Electric, Inc",59044,TEPC,Tucson Electric Power Company,OP,31.5,-111.008056,6,2014-03
ipp-non-chp,59384,Avalon Solar,59168,TEPC,Tucson Electric Power Company,OP,32.001389,-110.960556,29,2014-12
electric-utility,803,Arizona Public Service Co,59444,AZPS,Arizona Public Service Company,OP,33.145,-112.66,10,2015-09
ipp-non-chp,59220,"Valencia Solar, LLC",59454,TEPC,Tucson Electric Power Company,OP,32.145833,-110.866944,10,2013-06
ipp-non-chp,59221,"Tech Park Solar, LLC",59455,TEPC,Tucson Electric Power Company,OP,32.097884,-110.815696,5,2012-12
ipp-non-chp,58661,"Sustainable Power Group, LLC",59634,SRP,Salt River Project,OP,33.035556,-111.430278,45,2015-12
ipp-non-chp,59544,"SunE DM, LLC",59779,TEPC,Tucson Electric Power Company,OP,32.17356,-110.899734,12.6,2014-01
ipp-non-chp,59600,"Mohave Sunrise Solar I, LLC",59819,WALC,Western Area Power Administration - Desert Southwest Region,OP,34.9843,-114.5565,14.4,2015-04
ipp-non-chp,59789,"Avalon Solar Partners II, LLC",60062,TEPC,Tucson Electric Power Company,OP,32.000854,-110.958427,16,2016-03
ipp-non-chp,60947,Tesla Inc.,60230,AZPS,Arizona Public Service Company,OP,33.409803,-112.340297,1.8,2019-06
ipp-non-chp,60068,Red Horse III,60285,TEPC,Tucson Electric Power Company,OP,32.13597,-110.05129,30,2016-07
ipp-non-chp,60106,"Mesquite Solar 2, LLC",60307,CISO,California Independent System Operator,OP,33.332777,-112.911388,100,2016-12
ipp-non-chp,60107,"Mesquite Solar 3, LLC",60308,CISO,California Independent System Operator,OP,33.347583,-112.936805,150,2016-12
ipp-non-chp,60177,"Solar Star Arizona XIII, LLC",60381,WALC,Western Area Power Administration - Desert Southwest Region,OP,32.0628,-109.919283,20,2016-12
ipp-non-chp,57369,"Apple, Inc",60413,SRP,Salt River Project,OP,33.053,-111.34,50,2016-11
electric-utility,803,Arizona Public Service Co,60467,AZPS,Arizona Public Service Company,OP,32.551026,-111.289232,40,2017-02
electric-utility,19728,"UNS Electric, Inc",60603,TEPC,Tucson Electric Power Company,OP,35.304528,-114.01183,4.4,2017-03
ipp-non-chp,60404,"Constellation Solar Arizona 2, LLC",60684,TEPC,Tucson Electric Power Company,OP,32.269,-110.975,1,2016-12
ipp-non-chp,60404,"Constellation Solar Arizona 2, LLC",60685,TEPC,Tucson Electric Power Company,OP,32.374,-110.974,1.5,2016-12
ipp-non-chp,60947,Tesla Inc.,60822,AZPS,Arizona Public Service Company,OP,33.243261,-111.892354,4.2,2017-12
ipp-non-chp,61785,EDP Renewables North America LLC,60827,CISO,California Independent System Operator,OP,33.34884,-112.8348,160,2020-01
electric-utility,796,Arizona Electric Pwr Coop Inc,60964,WALC,Western Area Power Administration - Desert Southwest Region,OP,32.068141,-109.890379,90,2017-10
ipp-non-chp,60633,"Iron Horse Battery Storage, LLC",60996,TEPC,Tucson Electric Power Company,OP,32.098492,-110.819119,2,2017-04
ipp-non-chp,60947,Tesla Inc.,61104,TEPC,Tucson Electric Power Company,OP,32.146142,-110.990639,1.3,2017-08
ipp-non-chp,60520,SoCore Energy LLC,61199,SRP,Salt River Project,OP,33.447225,-112.217664,1.2,2017-05
ipp-non-chp,60879,"NGI-Kayenta Solar Lessor I, LLC",61268,WALC,Western Area Power Administration - Desert Southwest Region,OP,36.771944,-110.263889,55.3,2017-05
ipp-non-chp,60886,"Gray Hawk Solar, LLC",61272,TEPC,Tucson Electric Power Company,OP,35.3635,-113.8978,55,2018-06
ipp-non-chp,61295,"Pinal Central Energy Center, LLC",61678,SRP,Salt River Project,OP,32.875697,-111.551111,20,2018-04
ipp-non-chp,60947,Tesla Inc.,62075,TEPC,Tucson Electric Power Company,OP,32.166494,-110.816669,1.1,2019-08
commercial-non-chp,62083,Arizona State University FDM,62643,AZPS,Arizona Public Service Company,OP,33.424279,-111.92822,2.4,2013-12
ipp-non-chp,61012,AES Distributed Energy,62899,SRP,Salt River Project,OP,32.84703,-111.565072,100,2020-12
electric-utility,803,Arizona Public Service Co,62965,AZPS,Arizona Public Service Company,OP,33.145593,-112.659124,10,2015-07
ipp-non-chp,63115,"AZ Solar 1, LLC",63349,WALC,Western Area Power Administration - Desert Southwest Region,OP,33.776667,-113.656111,32.5,2019-12
ipp-non-chp,60584,Onyx Asset Services Group,63531,TEPC,Tucson Electric Power Company,OP,32.343491,-111.02786,1.3,2019-04
